[RELA_INVERSE]
3_UTR_of|Has_3_UTR
RELA|Has_PCDC_GCT_Permissible_Value|expanded_form|Has PCDC GCT Permissible Value
RELA|Has_PCDC_HL_Authorized_Value|expanded_form|Has PCDC HL Authorized Value
RELA|Has_PCDC_HL_Permissible_Value|expanded_form|Has PCDC HL Permissible Value
RELA|Has_PCDC_OS_Authorized_Value|expanded_form|Has PCDC OS Authorized Value
RELA|Has_PCDC_OS_Permissible_Value|expanded_form|Has PCDC OS Permissible Value
RELA|Has_PRO-CTCAE_Attribute|expanded_form|Has PRO-CTCAE Attribute
RELA|Has_PRO-CTCAE_Attribute_Value|expanded_form|Has PRO-CTCAE Attribute Value
RELA|Has_PRO-CTCAE_Parent|expanded_form|Has PRO-CTCAE Parent
RELA|Has_Paternal_Uniparental_Disomy|expanded_form|Has Paternal Uniparental Disomy
RELA|Has_Ped-PRO-CTCAE_Attribute|expanded_form|Has Ped-PRO-CTCAE Attribute
RELA|Has_Ped-PRO-CTCAE_Attribute_Value|expanded_form|Has Ped-PRO-CTCAE Attribute Value
RELA|Has_Ped-PRO-CTCAE_Parent|expanded_form|Has Ped-PRO-CTCAE Parent
RELA|Has_Pharmaceutical_Administration_Method|expanded_form|Has Pharmaceutical Administration Method
RELA|Has_Pharmaceutical_Basic_Dose_Form|expanded_form|Has Pharmaceutical Basic Dose Form
RELA|Has_Pharmaceutical_Intended_Site|expanded_form|Has Pharmaceutical Intended Site
RELA|Has_Pharmaceutical_Release_Characteristics|expanded_form|Has Pharmaceutical Release Characteristics
RELA|Has_Pharmaceutical_State_Of_Matter|expanded_form|Has Pharmaceutical State Of Matter
RELA|Has_Pharmaceutical_Transformation|expanded_form|Has Pharmaceutical Transformation
RELA|Has_Physical_Part_Of_Anatomic_Structure|expanded_form|Has Physical Part Of Anatomic Structure
RELA|Has_RT_Product|expanded_form|Has RT Product
RELA|Has_Salt_Form|expanded_form|Has Salt Form
RELA|Has_Salt_Or_Ester_Form|expanded_form|Has Salt Or Ester Form
RELA|Has_Segment|expanded_form|Has Segment
RELA|Has_SeroNet_Authorized_Value|expanded_form|Has SeroNet Authorized Value
RELA|Has_SeroNet_Permissible_Value|expanded_form|Has SeroNet Permissible Value
RELA|Has_Subset|expanded_form|Has Subset
RELA|Has_Target|expanded_form|Has Target
RELA|Has_Telomere|expanded_form|Has Telomere
RELA|Has_Transcript|expanded_form|Has Transcript
RELA|Human_Disease_Maps_To_EO_Disease|expanded_form|Human Disease Maps To EO Disease
RELA|Human_Sex_Determinant|expanded_form|Human Sex Determinant
RELA|ICDC_Value_Of|expanded_form|ICDC Value Of
RELA|INC_Parent_Of|expanded_form|INC Parent Of
RELA|INV_Chromosomal_Structural_Variant|expanded_form|INV Chromosomal Structural Variant
RELA|INV_Deleted_Region_End_Band|expanded_form|INV Deleted Region End Band
RELA|INV_Deleted_Region_Start_Band|expanded_form|INV Deleted Region Start Band
RELA|INV_Duplicated_Region_End_Band|expanded_form|INV Duplicated Region End Band
RELA|INV_Duplicated_Region_Start_Band|expanded_form|INV Duplicated Region Start Band
RELA|INV_Human_Sex_Determinant|expanded_form|INV Human Sex Determinant
RELA|INV_Inverted_Region_End_Band|expanded_form|INV Inverted Region End Band
RELA|INV_Inverted_Region_End_Exon|expanded_form|INV Inverted Region End Exon
RELA|INV_Inverted_Region_End_Gene|expanded_form|INV Inverted Region End Gene
RELA|INV_Inverted_Region_End_UTR|expanded_form|INV Inverted Region End UTR
RELA|INV_Inverted_Region_Start_Band|expanded_form|INV Inverted Region Start Band
RELA|INV_Inverted_Region_Start_Exon|expanded_form|INV Inverted Region Start Exon
RELA|INV_Inverted_Region_Start_Gene|expanded_form|INV Inverted Region Start Gene
RELA|INV_Inverted_Region_Start_Intron|expanded_form|INV Inverted Region Start Intron
RELA|INV_Involves|expanded_form|INV Involves
RELA|INV_Isochromosome_Origin|expanded_form|INV Isochromosome Origin
RELA|INV_Karyotype_Class|expanded_form|INV Karyotype Class
RELA|INV_Source_Band|expanded_form|INV Source Band
RELA|INV_Source_Exon|expanded_form|INV Source Exon
RELA|INV_Source_Gene|expanded_form|INV Source Gene
RELA|INV_Source_Intron|expanded_form|INV Source Intron
RELA|INV_Target_Band|expanded_form|INV Target Band
RELA|INV_Target_Exon|expanded_form|INV Target Exon
RELA|INV_Target_Gene|expanded_form|INV Target Gene
RELA|INV_Target_Intron|expanded_form|INV Target Intron
RELA|Imaged_Anatomy_Has_Procedure|expanded_form|Imaged Anatomy Has Procedure
RELA|Intron_of|expanded_form|Intron of
RELA|Inverted_Region_End_Band|expanded_form|Inverted Region End Band
RELA|Inverted_Region_End_Exon|expanded_form|Inverted Region End Exon
RELA|Inverted_Region_End_Gene|expanded_form|Inverted Region End Gene
RELA|Inverted_Region_End_UTR|expanded_form|Inverted Region End UTR
RELA|Inverted_Region_Start_Band|expanded_form|Inverted Region Start Band
RELA|Inverted_Region_Start_Exon|expanded_form|Inverted Region Start Exon
RELA|Inverted_Region_Start_Gene|expanded_form|Inverted Region Start Gene
RELA|Inverted_Region_Start_Intron|expanded_form|Inverted Region Start Intron
RELA|Involves|expanded_form|Involves
RELA|Is_ACC-AHA_SARS2_Authorized_Value_For_Variable|expanded_form|Is ACC-AHA SARS2 Authorized Value For Variable
RELA|Is_Abnormal_Cell_Of_Disease|expanded_form|Is Abnormal Cell Of Disease
RELA|Is_Abnormality_Of_Gene|expanded_form|Is Abnormality Of Gene
RELA|Is_Abnormality_Of_Gene_Product|expanded_form|Is Abnormality Of Gene Product
RELA|Is_Associated_Anatomic_Site_Of|expanded_form|Is Associated Anatomic Site Of
RELA|Is_Associated_Anatomy_Of_Gene_Product|expanded_form|Is Associated Anatomy Of Gene Product
RELA|Is_Associated_Disease_Of|expanded_form|Is Associated Disease Of
RELA|Is_Biochemical_Function_Of_Gene_Product|expanded_form|Is Biochemical Function Of Gene Product
RELA|Is_CTDC_Value_Of|expanded_form|Is CTDC Value Of
RELA|Is_Chemical_Classification_Of_Gene_Product|expanded_form|Is Chemical Classification Of Gene Product
RELA|Is_Chromosomal_Location_Of_Gene|expanded_form|Is Chromosomal Location Of Gene
RELA|Is_Component_Of_Chemotherapy_Regimen|expanded_form|Is Component Of Chemotherapy Regimen
RELA|Is_Cytogenetic_Abnormality_Of_Disease|expanded_form|Is Cytogenetic Abnormality Of Disease
RELA|Is_DIPG_DMG_Authorized_Value_For_Variable|expanded_form|Is DIPG DMG Authorized Value For Variable
RELA|Is_DIPG_DMG_Permissible_Value_For_Variable|expanded_form|Is DIPG DMG Permissible Value For Variable
RELA|Is_Finding_Of_Disease|expanded_form|Is Finding Of Disease
RELA|Is_Grade_Of_Disease|expanded_form|Is Grade Of Disease
RELA|Is_Location_Of|expanded_form|Is Location Of
RELA|Is_Location_Of_Anatomic_Structure|expanded_form|Is Location Of Anatomic Structure
RELA|Is_Location_Of_Biological_Process|expanded_form|Is Location Of Biological Process
RELA|Is_Marked_By_Gene_Product|expanded_form|Is Marked By Gene Product
RELA|Is_Mechanism_Of_Action_Of_Chemical_Or_Drug|expanded_form|Is Mechanism Of Action Of Chemical Or Drug
RELA|Is_Metastatic_Anatomic_Site_Of_Disease|expanded_form|Is Metastatic Anatomic Site Of Disease
RELA|Is_Molecular_Abnormality_Of_Disease|expanded_form|Is Molecular Abnormality Of Disease
RELA|Is_Normal_Cell_Origin_Of_Disease|expanded_form|Is Normal Cell Origin Of Disease
RELA|Is_Normal_Tissue_Origin_Of_Disease|expanded_form|Is Normal Tissue Origin Of Disease
RELA|Is_Not_Abnormal_Cell_Of_Disease|expanded_form|Is Not Abnormal Cell Of Disease
RELA|Is_Not_Cytogenetic_Abnormality_Of_Disease|expanded_form|Is Not Cytogenetic Abnormality Of Disease
RELA|Is_Not_Finding_Of_Disease|expanded_form|Is Not Finding Of Disease
RELA|Is_Not_Metastatic_Anatomic_Site_Of_Disease|expanded_form|Is Not Metastatic Anatomic Site Of Disease
RELA|Is_Not_Molecular_Abnormality_Of_Disease|expanded_form|Is Not Molecular Abnormality Of Disease
RELA|Is_Not_Normal_Cell_Origin_Of_Disease|expanded_form|Is Not Normal Cell Origin Of Disease
RELA|Is_Not_Normal_Tissue_Origin_Of_Disease|expanded_form|Is Not Normal Tissue Origin Of Disease
RELA|Is_Not_Primary_Anatomic_Site_Of_Disease|expanded_form|Is Not Primary Anatomic Site Of Disease
RELA|Is_OORO_PC_Value_Of|expanded_form|Is OORO PC Value Of
RELA|Is_Organism_Source_Of_Gene_Product|expanded_form|Is Organism Source Of Gene Product
RELA|Is_PCDC_ALL_Authorized_Value_For_Variable|expanded_form|Is PCDC ALL Authorized Value For Variable
RELA|Is_PCDC_ALL_Permissible_Value_For_Variable|expanded_form|Is PCDC ALL Permissible Value For Variable
RELA|Is_PCDC_AML_Authorized_Value_For_Variable|expanded_form|Is PCDC AML Authorized Value For Variable
RELA|Is_PCDC_AML_Permissible_Value_For|expanded_form|Is PCDC AML Permissible Value For
RELA|Is_PCDC_AML_Permissible_Value_For_Variable|expanded_form|Is PCDC AML Permissible Value_For Variable
RELA|Is_PCDC_EWS_Authorized_Value_For_Variable|expanded_form|Is PCDC EWS Authorized Value For Variable
RELA|Is_PCDC_EWS_Permissible_Value_For_Variable|expanded_form|Is PCDC EWS Permissible Value For Variable
RELA|Is_PCDC_GCT_Authorized_Value_For_Variable|expanded_form|Is PCDC GCT Authorized Value For Variable
RELA|Is_PCDC_GCT_Permissible_Value_For_Variable|expanded_form|Is PCDC GCT Permissible Value For Variable
RELA|Is_PCDC_HL_Authorized_Value_For_Variable|expanded_form|Is PCDC HL Authorized Value For Variable
RELA|Is_PCDC_HL_Permissible_Value_For_Variable|expanded_form|Is PCDC HL Permissible Value For Variable
RELA|Is_PCDC_OS_Authorized_Value_For_Variable|expanded_form|Is PCDC OS Authorized Value For Variable
RELA|Is_PCDC_OS_Permissible_Value_For_Variable|expanded_form|Is PCDC OS Permissible Value For Variable
RELA|Is_PRO-CTCAE_Attribute_Of|expanded_form|Is PRO-CTCAE Attribute Of
RELA|Is_PRO-CTCAE_Attribute_Value_Of|expanded_form|Is PRO-CTCAE Attribute Value Of
RELA|Is_PRO-CTCAE_Parent_Of|expanded_form|Is PRO-CTCAE Parent Of
RELA|Is_Paired_With_Value_Set|expanded_form|Is Paired With Value Set
RELA|Is_Ped-PRO-CTCAE_Attribute_Of|expanded_form|Is Ped-PRO-CTCAE Attribute Of
RELA|Is_Ped-PRO-CTCAE_Attribute_Value_Of|expanded_form|Is Ped-PRO-CTCAE Attribute Value Of
RELA|Is_Ped-PRO-CTCAE_Parent_Of|expanded_form|Is Ped-PRO-CTCAE Parent Of
RELA|Is_Physical_Location_Of_Gene|expanded_form|Is Physical Location Of Gene
RELA|Is_Physiologic_Effect_Of_Chemical_Or_Drug|expanded_form|Is Physiologic Effect Of Chemical Or Drug
RELA|Is_Primary_Anatomic_Site_Of_Disease|expanded_form|Is Primary Anatomic Site Of Disease
RELA|Is_Property_Or_Attribute_Of_EO_Disease|expanded_form|Is Property Or Attribute Of EO Disease
RELA|Is_Qualified_By|expanded_form|Is Qualified By
RELA|Is_Related_To_Endogenous_Product|expanded_form|Is Related To Endogenous Product
RELA|Is_SeroNet_Authorized_Value_For_Variable|expanded_form|Is SeroNet Authorized Value For Variable
RELA|Is_SeroNet_Permissible_Value_For_Variable|expanded_form|Is SeroNet Permissible Value For Variable
RELA|Is_Stage_Of_Disease|expanded_form|Is Stage Of Disease
RELA|Is_Structural_Domain_Or_Motif_Of_Gene_Product|expanded_form|Is Structural Domain Or Motif Of Gene Product
RELA|Is_Target_Of_Agent|expanded_form|Is Target Of Agent
RELA|Is_Value_For_GDC_Property|expanded_form|Is Value For GDC Property
RELA|Isochromosome_Origin|expanded_form|Isochromosome Origin
RELA|Journal_Name_of|expanded_form|Journal name of
RELA|Karyotype_Class|expanded_form|Karyotype_Class
RELA|Kind_Is_Domain_Of|expanded_form|Kind Is Domain Of
RELA|Kind_Is_Range_Of|expanded_form|Kind Is Range Of
RELA|Maternal_Uniparental_Disomy_of|expanded_form|Maternal Uniparental Disomy of
RELA|May_Be_Abnormal_Cell_Of_Disease|expanded_form|May Be Abnormal Cell Of Disease
RELA|May_Be_Associated_Disease_Of_Disease|expanded_form|May Be Associated Disease Of Disease
RELA|May_Be_Cytogenetic_Abnormality_Of_Disease|expanded_form|May Be Cytogenetic Abnormality Of Disease
RELA|May_Be_Finding_Of_Disease|expanded_form|May Be Finding Of Disease
RELA|May_Be_Molecular_Abnormality_Of_Disease|expanded_form|May Be Molecular Abnormality Of Disease
RELA|May_Be_Normal_Cell_Origin_Of_Disease|expanded_form|May Be Normal Cell Origin Of Disease
RELA|May_Be_Normal_Tissue_Origin_Of_Disease|expanded_form|May Be Normal Tissue Origin Of Disease
RELA|Mode_of_Inheritance|expanded_form|Mode of Inheritance
RELA|Molecular_Abnormality_Involves_Gene|expanded_form|Molecular Abnormality Involves Gene
RELA|NICHD_Parent_Of|expanded_form|NICHD Parent Of
RELA|Negative_Protein_Expression|expanded_form|Negative Protein Expression
RELA|Negatively_Expressed_By|expanded_form|Negatively Expressed By
RELA|Neoplasm_Has_Special_Category|expanded_form|Neoplasm Has Special Category
RELA|Nucleotide_Repeat_of|expanded_form|Nucleotide Repeat of
RELA|Nucleotide_Variant_of|expanded_form|Nucleotide Variant of
RELA|Organism_Has_Gene|expanded_form|Organism Has Gene
RELA|PCDC_AML_Permissible_Value_Of|expanded_form|PCDC AML Permissible Value Of
RELA|PCDC_Data_Type_Of|expanded_form|PCDC Data Type Of
RELA|Parent_Is_CDRH|expanded_form|Parent Is CDRH
RELA|Parent_Is_NICHD|expanded_form|Parent Is NICHD
RELA|Partially_Excised_Anatomy_Has_Procedure|expanded_form|Partially Excised Anatomy Has Procedure
RELA|Partially_Excised_Anatomy_May_Have_Procedure|expanded_form|Partially Excised Anatomy May Have Procedure
RELA|Paternal_Uniparental_Disomy_of|expanded_form|Paternal Uniparental Disomy of
RELA|Pathway_Has_Gene_Element|expanded_form|Pathway Has Gene Element
RELA|Pharmaceutical_Administration_Method_Of|expanded_form|Pharmaceutical Administration Method Of
RELA|Pharmaceutical_Basic_Dose_Form_Of|expanded_form|Pharmaceutical Basic Dose Form Of
RELA|Pharmaceutical_Intended_Site_Of|expanded_form|Pharmaceutical Intended Site Of
RELA|Pharmaceutical_Release_Characteristics_Of|expanded_form|Pharmaceutical Release Characteristics Of
RELA|Pharmaceutical_State_Of_Matter_Of|expanded_form|Pharmaceutical State Of Matter Of
RELA|Pharmaceutical_Transformation_Of|expanded_form|Pharmaceutical Transformation Of
RELA|Positive_Protein_Expression|expanded_form|Positive Protein Expression
RELA|Positively_Expressed_By|expanded_form|Positively Expressed By
RELA|Procedure_Has_Completely_Excised_Anatomy|expanded_form|Procedure Has Completely Excised Anatomy
RELA|Procedure_Has_Excised_Anatomy|expanded_form|Procedure Has Excised Anatomy
RELA|Procedure_Has_Imaged_Anatomy|expanded_form|Procedure Has Imaged Anatomy
RELA|Procedure_Has_Partially_Excised_Anatomy|expanded_form|Procedure Has Partially Excised Anatomy
RELA|Procedure_Has_Target_Anatomy|expanded_form|Procedure Has Target Anatomy
RELA|Procedure_May_Have_Completely_Excised_Anatomy|expanded_form|Procedure May Have Completely Excised Anatomy
RELA|Procedure_May_Have_Excised_Anatomy|expanded_form|Procedure May Have Excised Anatomy
RELA|Procedure_May_Have_Partially_Excised_Anatomy|expanded_form|Procedure May Have Partially Excised Anatomy
RELA|Process_Altered_By_Allele|expanded_form|Process Altered By Allele
RELA|Process_Includes_Biological_Process|expanded_form|Process Includes Biological Process
RELA|Process_Initiates_Biological_Process|expanded_form|Process Initiates Biological Process
RELA|Process_Involves_Gene|expanded_form|Process Involves Gene
RELA|PubMedID_of|expanded_form|PubMedID of
RELA|Publication_Year_of|expanded_form|Publication year of
RELA|Qualifier_Applies_To|expanded_form|Qualifier Applies To
RELA|RT_Product_of|expanded_form|RT Product of
RELA|Regimen_Has_Accepted_Use_For_Disease|expanded_form|Regimen Has Accepted Use For Disease
RELA|Related_To_Genetic_Biomarker|expanded_form|Related To Genetic Biomarker
RELA|Role_Has_Domain|expanded_form|Role Has Domain
RELA|Role_Has_Parent|expanded_form|Role Has Parent
RELA|Role_Has_Range|expanded_form|Role Has Range
RELA|Role_Is_Parent_Of|expanded_form|Role Is Parent Of
RELA|Segment_of|expanded_form|Segment of
RELA|Source_Band|expanded_form|Source Band
RELA|Source_Exon|expanded_form|Source Exon
RELA|Source_Gene|expanded_form|Source Gene
RELA|Source_Intron|expanded_form|Source Intron
RELA|Special_Category_Includes_Neoplasm|expanded_form|Neoplasm Has Special Category
RELA|Subset_Includes_Concept|expanded_form|Subset Includes Concept
RELA|Subset_of|expanded_form|Subset of
RELA|Subsumed_By|expanded_form|Subsumed By - not used
RELA|Subsumes|expanded_form|Subsumes
RELA|Target_Anatomy_Has_Procedure|expanded_form|Target Anatomy Has Procedure
RELA|Target_Band|expanded_form|Target Band
RELA|Target_Exon|expanded_form|Target Exon
RELA|Target_Gene|expanded_form|Target Gene
RELA|Target_Intron|expanded_form|Target Intron
RELA|Telomere_of|expanded_form|Telomere of
RELA|Tissue_Is_Expression_Site_Of_Gene_Product|expanded_form|Tissue Is Expression Site Of Gene Product
RELA|Transcript_of|expanded_form|Transcript of
RELA|Value_Set_Is_Paired_With|expanded_form|Value Set Is Paired With
RELA|absorbability_of|expanded_form|Absorbability of
RELA|access_device_used_by|expanded_form|Access device used by
RELA|access_instrument_of|expanded_form|Access instrument of
